Brand,Year, Price ,Kms_Driven,Fuel_Type,Transmission,kms_Driven,fuel_tank_capacity
Maruti Alto LXI,2003.0,,,Petrol,Manual,5000.0,
Maruti Alto LXI,2005.0,,,Petrol,Manual,23000.0,
Maruti Alto LXI,2005.0,,,Petrol,Manual,124000.0,
Maruti Alto LXI,2005.0,,,Petrol,Manual,23000.0,
Hyundai i10 Magna 1.2,2010.0,,,Petrol,Manual,60000.0,
Hyundai i10 Magna 1.2,2010.0,,,Petrol,Manual,90000.0,
Hyundai i10 Magna 1.2,2010.0,,,Petrol,Manual,50000.0,
Hyundai i10 Magna 1.2,2009.0,,,Petrol,Manual,80000.0,
Renault Captur 1.5 Diesel RXT Mono,2018.0,,,Diesel,Manual,40000.0,
Mahindra Xylo D2 Maxx,2014.0,,,Diesel,Manual,170000.0,
Ford Aspire Titanium BSIV,2020.0,,,Petrol,Manual,1010.0,
Ford Aspire Titanium BSIV,2017.0,,,Petrol,Manual,101159.0,
Ford EcoSport 1.5 Ti VCT MT Titanium BE BSIV,2020.0,,,Petrol,Manual,1010.0,
Ford EcoSport 1.5 Ti VCT MT Titanium BE BSIV,2018.0,,,Petrol,Manual,19000.0,
Ford Ecosport 1.5 Petrol Trend,2020.0,,,Petrol,Manual,1010.0,
Ford EcoSport 1.5 TDCi Titanium Plus BSIV,2020.0,,,Diesel,Manual,1010.0,
Ford Freestyle Titanium,2020.0,,,Petrol,Manual,1010.0,
Ford Ecosport Thunder Edition Diesel,2020.0,,,Diesel,Manual,1010.0,
Ford Freestyle Titanium Plus,2020.0,,,Petrol,Manual,1010.0,
Mahindra Scorpio S2 9 Seater,2015.0,,,Diesel,Manual,70000.0,
Mahindra Scorpio VLS 2.2 mHawk,2009.0,,,Diesel,Manual,110000.0,
Mahindra Scorpio VLS 2.2 mHawk,2008.0,,,Diesel,Manual,270000.0,
Honda Accord VTi-L (MT),2007.0,,,Petrol,Manual,80000.0,
Tata Indigo CS LE (TDI) BS-III,2011.0,,,Diesel,Manual,115000.0,
Volkswagen Ameo 1.5 TDI Highline Plus 16,2018.0,,,Diesel,Manual,25000.0,
Ford Ecosport 1.5 Petrol Titanium Plus,2019.0,,,Petrol,Manual,5166.0,
Mahindra XUV500 AT W10 AWD,2016.0,,,Diesel,Automatic,70000.0,
Mahindra XUV500 AT W10 AWD,2017.0,,,Diesel,Automatic,15000.0,
Mahindra XUV500 W10 2WD,2016.0,,,Diesel,Manual,35000.0,
Mahindra XUV500 W10 2WD,2015.0,,,Diesel,Manual,75000.0,
Mahindra XUV500 W10 2WD,2018.0,,,Diesel,Manual,20000.0,
Mahindra XUV500 W10 2WD,2018.0,,,Diesel,Manual,20000.0,
Mahindra XUV500 W10 2WD,2018.0,,,Diesel,Manual,50000.0,
Maruti Swift Dzire AMT VDI,2017.0,,,Diesel,Automatic,25000.0,
Maruti Swift Dzire AMT VDI,2017.0,,,Diesel,Automatic,25000.0,
Maruti Swift Dzire AMT VDI,2019.0,,,Diesel,Automatic,22000.0,
Maruti Swift Dzire AMT VDI,2018.0,,,Diesel,Automatic,50000.0,
Tata New Safari 4X4,2007.0,,,Diesel,Manual,78771.0,
Hyundai Verna SX CRDi AT,2012.0,,,Diesel,Automatic,72000.0,
Hyundai Verna SX CRDi AT,2012.0,,,Diesel,Automatic,70070.0,
Renault Koleos 2.0 Diesel,2012.0,,,Diesel,Automatic,80000.0,
Maruti Wagon R LXI DUO BSIII,2009.0,,,LPG,Manual,60000.0,
Maruti Wagon R LXI DUO BSIII,2008.0,,,LPG,Manual,152000.0,
Maruti Wagon R LXI DUO BSIII,2007.0,,,LPG,Manual,70000.0,
Maruti Wagon R LXI DUO BSIII,2007.0,,,LPG,Manual,162000.0,
Ford Ikon 1.8 D,2005.0,,,Diesel,Manual,92645.0,
Mercedes-Benz New C-Class 200 CDI Classic,2007.0,,,Diesel,Manual,101849.0,
Maruti Ertiga SHVS LDI Option,2017.0,,,Diesel,Manual,120000.0,
Tata Manza Aura (ABS) Quadrajet BS IV,2012.0,,,Diesel,Manual,155836.0,
Tata Manza Aura (ABS) Quadrajet BS IV,2012.0,,,Diesel,Manual,80000.0,
Tata Manza Aura (ABS) Quadrajet BS IV,2011.0,,,Diesel,Manual,140000.0,
Tata Manza Aura (ABS) Quadrajet BS IV,2010.0,,,Diesel,Manual,150000.0,
Maruti Wagon R VXi BSII,2011.0,,,Petrol,Manual,59000.0,
Ford Fiesta 1.5 TDCi Ambiente,2014.0,,,Diesel,Manual,20000.0,
Renault KWID 1.0,2016.0,,,Petrol,Manual,40000.0,
Renault KWID 1.0,2017.0,,,Petrol,Manual,55000.0,
Mahindra Scorpio S10 7 Seater,2015.0,,,Diesel,Manual,50000.0,
Mahindra Scorpio S10 7 Seater,2015.0,,,Diesel,Manual,50000.0,
Mahindra Scorpio S10 7 Seater,2014.0,,,Diesel,Manual,90000.0,
Chevrolet Enjoy TCDi LS 8 Seater,2014.0,,,Diesel,Manual,200000.0,
Tata Indica Vista TDI LX,2013.0,,,Diesel,Manual,65000.0,
Tata Indica Vista TDI LX,2013.0,,,Diesel,Manual,65000.0,
Tata Indica Vista TDI LX,2011.0,,,Diesel,Manual,120000.0,
Tata Indica Vista TDI LX,2015.0,,,Diesel,Manual,50000.0,
Fiat Grande Punto EVO 1.3 Active,2014.0,,,Diesel,Manual,50000.0,
Fiat Grande Punto EVO 1.3 Active,2014.0,,,Diesel,Manual,50000.0,
Fiat Grande Punto EVO 1.3 Active,2014.0,,,Diesel,Manual,120000.0,
Mitsubishi Pajero 2.8 SFX BSIV Dual Tone,2011.0,,,Diesel,Manual,120000.0,
Mitsubishi Pajero 2.8 SFX BSIV Dual Tone,2011.0,,,Diesel,Manual,120000.0,
Mahindra Scorpio 2.6 SLX CRDe,2006.0,,,Diesel,Manual,120000.0,
Mahindra Scorpio 2.6 SLX CRDe,2006.0,,,Diesel,Manual,120000.0,
Maruti Swift VXI Optional,2016.0,,,Petrol,Manual,30000.0,
Maruti Swift VXI Optional,2015.0,,,Petrol,Manual,40000.0,
Mahindra Thar DI 4X2,2018.0,,,Diesel,Manual,5000.0,
Maruti Ritz VXi,2014.0,,,Petrol,Manual,35000.0,
Maruti Ritz VXi,2010.0,,,Petrol,Manual,42000.0,
Maruti Ritz VXi,2015.0,,,Petrol,Manual,40000.0,
Tata Nexon 1.2 Revotron XZ Plus Dual Tone,2017.0,,,Petrol,Manual,15000.0,
Tata Nexon 1.2 Revotron XZ Plus Dual Tone,2017.0,,,Petrol,Manual,15000.0,
Tata Nexon 1.2 Revotron XZ Plus Dual Tone,2019.0,,,Petrol,Manual,10000.0,
Tata Nexon 1.2 Revotron XZ Plus Dual Tone,2018.0,,,Petrol,Manual,35000.0,
Tata Nexon 1.2 Revotron XZ Plus Dual Tone,2018.0,,,Petrol,Manual,35000.0,
Toyota Innova 2.5 G1 BSIV,2012.0,,,Diesel,Manual,80000.0,
Toyota Innova 2.5 G1 BSIV,2012.0,,,Diesel,Manual,80000.0,
Maruti Vitara Brezza LDi,2018.0,,,Diesel,Manual,25000.0,
Hyundai Verna Transform CRDi VGT ABS,2010.0,,,Diesel,Manual,120000.0,
Ford Freestyle Titanium Plus Diesel,2019.0,,,Diesel,Manual,1001.0,
Ford Figo 1.5P Titanium AT,2017.0,,,Petrol,Automatic,1758.0,
Ford Figo 1.5P Titanium AT,2018.0,,,Petrol,Automatic,1452.0,
Ford Figo 1.5D Titanium MT,2017.0,,,Diesel,Manual,35122.0,
Ford Figo 1.5D Titanium MT,2016.0,,,Diesel,Manual,25000.0,
Skoda Rapid 1.5 TDI AT Ambition BSIV,2017.0,,,Diesel,Automatic,40000.0,
Tata Manza Aura Safire,2010.0,,,Petrol,Manual,50000.0,
Tata Manza Aura Safire,2010.0,,,Petrol,Manual,50000.0,
Maruti Swift Dzire ZXI,2013.0,,,Petrol,Manual,60000.0,
Maruti Swift Dzire ZXI,2013.0,,,Petrol,Manual,50000.0,
Maruti Swift Dzire ZXI,2016.0,,,Petrol,Manual,35000.0,
Maruti Swift Dzire ZXI,2015.0,,,Petrol,Manual,110000.0,
Mahindra Bolero SLE BSIII,2007.0,,,Diesel,Manual,230000.0,
Hyundai Verna VTVT 1.6 SX,2018.0,,,Petrol,Manual,40000.0,
Fiat Punto 1.2 Active,2010.0,,,Petrol,Manual,50000.0,
Maruti Alto LXi BSII,2002.0,,,Petrol,Manual,80000.0,
Honda City 1.5 EXI S,2004.0,,,Petrol,Manual,100000.0,
Honda Amaze E i-VTEC,2016.0,,,Petrol,Manual,50000.0,
Honda Amaze E i-VTEC,2017.0,,,Petrol,Manual,15000.0,
Tata Safari Storme EX,2014.0,,,Diesel,Manual,78322.0,
Tata Safari Storme EX,2013.0,,,Diesel,Manual,80000.0,
Tata Safari Storme EX,2013.0,,,Diesel,Manual,95000.0,
Tata Safari Storme EX,2019.0,,,Diesel,Manual,24000.0,
Volkswagen Ameo 1.2 MPI Trendline,2018.0,,,Petrol,Manual,13000.0,
Hyundai Verna 1.6 Xi ABS,2008.0,,,Petrol,Manual,54309.0,
Chevrolet Aveo 1.6 LT,2006.0,,,Petrol,Manual,34600.0,
Mahindra Bolero DI DX 8 Seater,2009.0,,,Diesel,Manual,55000.0,
Mahindra Bolero DI DX 8 Seater,2004.0,,,Diesel,Manual,168000.0,
Hyundai Verna 1.4 EX,2011.0,,,Diesel,Manual,31000.0,
Ford Figo Petrol ZXI,2011.0,,,Petrol,Manual,50000.0,
Ford Figo Petrol ZXI,2012.0,,,Petrol,Manual,30000.0,
Tata Harrier XZ BSIV,2019.0,,,Diesel,Manual,10000.0,
Tata Harrier XZ BSIV,2019.0,,,Diesel,Manual,10000.0,
Tata Harrier XZ BSIV,2019.0,,,Diesel,Manual,33000.0,
Mahindra KUV 100 mFALCON G80 K8 5str,2016.0,,,Petrol,Manual,60000.0,
Mahindra KUV 100 mFALCON G80 K8 5str,2016.0,,,Petrol,Manual,60000.0,
Mahindra KUV 100 mFALCON G80 K8 5str,2017.0,,,Petrol,Manual,53000.0,
Hyundai i10 Sportz,2011.0,,,Petrol,Manual,50000.0,
Hyundai i10 Sportz,2011.0,,,Petrol,Manual,50000.0,
Hyundai i10 Sportz,2011.0,,,Petrol,Manual,25000.0,
Hyundai i10 Sportz,2011.0,,,Petrol,Manual,30000.0,
Maruti Ignis 1.2 Delta BSIV,2019.0,,,Petrol,Manual,15000.0,
Maruti Ignis 1.2 Delta BSIV,2019.0,,,Petrol,Manual,15000.0,
Toyota Corolla Altis 1.8 J,2008.0,,,Petrol,Manual,35000.0,
Toyota Corolla Altis 1.8 J,2008.0,,,Petrol,Manual,35000.0,
Tata Manza Club Class Quadrajet90 LS,2014.0,,,Diesel,Manual,100000.0,
Tata Manza Club Class Quadrajet90 LS,2014.0,,,Diesel,Manual,100000.0,
Maruti Wagon R VXI Minor,2007.0,,,Petrol,Manual,60000.0,
Maruti Wagon R VXI Minor,2007.0,,,Petrol,Manual,60000.0,
Maruti Wagon R VXI Minor,2010.0,,,Petrol,Manual,70000.0,
Maruti Wagon R VXI Minor,2009.0,,,Petrol,Manual,50000.0,
Maruti Wagon R VXI Minor,2012.0,,,Petrol,Manual,25000.0,
Hyundai Accent GLE,2009.0,,,Petrol,Manual,106000.0,
Toyota Innova 2.0 VX 7 Seater,2010.0,,,Petrol,Manual,120000.0,
Maruti Alto 800 CNG LXI Optional,2019.0,,,CNG,Manual,120000.0,
Maruti Ritz LXi,2016.0,,,Petrol,Manual,160000.0,
Maruti Ritz LXi,2011.0,,,Petrol,Manual,78892.0,
Chevrolet Aveo 1.6 LT with ABS,2010.0,,,Petrol,Manual,120000.0,
Tata Altroz XZ,2020.0,,,Petrol,Manual,10000.0,
Volkswagen Polo SR Petrol 1.2L,2013.0,,,Petrol,Manual,50000.0,
Skoda Superb 1.8 TFSI MT,2010.0,,,Petrol,Manual,80000.0,
Skoda Superb 1.8 TFSI MT,2010.0,,,Petrol,Manual,80000.0,
Skoda Superb 1.8 TFSI MT,2010.0,,,Petrol,Manual,80000.0,
Tata Tiago 2019-2020 XE Diesel,2016.0,,,Diesel,Manual,38000.0,
Tata Tiago 1.05 Revotorq XE,2016.0,,,Diesel,Manual,38000.0,
Tata Tiago 1.05 Revotorq XE,2016.0,,,Diesel,Manual,38000.0,
Hyundai Santro LS zipPlus,2002.0,,,Petrol,Manual,120000.0,
Hyundai Santro LS zipPlus,2003.0,,,Petrol,Manual,60000.0,
Mahindra XUV500 AT W10 FWD,2015.0,,,Diesel,Automatic,60000.0,
Mahindra XUV500 AT W10 FWD,2018.0,,,Diesel,Automatic,30000.0,
Mahindra Scorpio VLX 2WD BSIV,2014.0,,,Diesel,Manual,58000.0,
Mahindra Scorpio VLX 2WD BSIV,2014.0,,,Diesel,Manual,130000.0,
Mahindra Scorpio VLX 2WD BSIV,2010.0,,,Diesel,Manual,100000.0,
Mahindra Scorpio VLX 2.2 mHawk Airbag BSIV,2014.0,,,Diesel,Manual,58000.0,
Hyundai Verna CRDi ABS,2007.0,,,Diesel,Manual,80000.0,
Hyundai Verna CRDi ABS,2007.0,,,Diesel,Manual,80000.0,
Mercedes-Benz E-Class 230,1998.0,,,Petrol,Automatic,35000.0,
Mercedes-Benz E-Class 230,1998.0,,,Petrol,Automatic,35000.0,
Maruti Omni 8 Seater BSIV,2013.0,,,Petrol,Manual,35000.0,
Maruti Omni 8 Seater BSIV,2014.0,,,Petrol,Manual,57112.0,
Ford Fiesta 1.4 ZXi TDCi ABS,2009.0,,,Diesel,Manual,110000.0,
Ford Fiesta 1.4 ZXi TDCi ABS,2009.0,,,Diesel,Manual,100000.0,
Ford Fiesta 1.4 ZXi TDCi ABS,2009.0,,,Diesel,Manual,100000.0,
Tata New Safari Dicor EX 4X2 BS IV,2012.0,,,Diesel,Manual,110000.0,
Mahindra XUV500 W7,2018.0,,,Diesel,Manual,58000.0,
Maruti Baleno Delta 1.3,2018.0,,,Diesel,Manual,15000.0,
Maruti Baleno Delta 1.3,2017.0,,,Diesel,Manual,20000.0,
Tata Nano Twist XT,2015.0,,,Petrol,Manual,57000.0,
Tata Nano Twist XT,2015.0,,,Petrol,Manual,19000.0,
Maruti Wagon R AX,2012.0,,,Petrol,Automatic,30000.0,
Mahindra Scorpio SLX 2.6 Turbo 8 Str,2007.0,,,Diesel,Manual,160000.0,
Tata Tiago 1.05 Revotorq XT Option,2017.0,,,Diesel,Manual,35000.0,
Hyundai Elite i20 Sportz Plus BSIV,2019.0,,,Petrol,Manual,13500.0,
Hyundai Elite i20 Sportz Plus BSIV,2019.0,,,Petrol,Manual,10000.0,
Hyundai Elite i20 Sportz Plus BSIV,2015.0,,,Petrol,Manual,49000.0,
Honda Brio Exclusive Edition,2014.0,,,Petrol,Manual,33033.0,
Hyundai Verna Transform SX VTVT,2011.0,,,Petrol,Manual,55168.0,
Maruti Swift Dzire ZXI 1.2 BS IV,2018.0,,,Petrol,Manual,25000.0,
Maruti Swift VDi BSIII W/ ABS,2008.0,,,Diesel,Manual,70000.0,
Hyundai Accent GLE 1,1999.0,,,Petrol,Manual,90000.0,
Hyundai Getz GLX,2005.0,,,Petrol,Manual,90000.0,
Hyundai Getz GLX,2007.0,,,Petrol,Manual,90000.0,
Ford Ecosport 1.5 Petrol Ambiente,2017.0,,,Petrol,Manual,6000.0,
Ford Ecosport 1.5 Petrol Ambiente,2017.0,,,Petrol,Manual,6000.0,
Honda BR-V i-VTEC VX MT,2020.0,,,Petrol,Manual,1100.0,
Honda BR-V i-VTEC VX MT,2017.0,,,Petrol,Manual,36000.0,
Honda BR-V i-VTEC VX MT,2017.0,,,Petrol,Manual,30646.0,
Tata Indigo CS eLX BS IV,2013.0,,,Diesel,Manual,50300.0,
Maruti Ertiga 1.5 VDI,2020.0,,,Diesel,Manual,90000.0,
Maruti Ertiga 1.5 VDI,2019.0,,,Diesel,Manual,15000.0,
Isuzu D-Max V-Cross Standard,2018.0,,,Diesel,Manual,40000.0,
Nissan Kicks XV Premium D BSIV,2019.0,,,Diesel,Manual,15000.0,
Maruti Alto 800 Base,2014.0,,,Petrol,Manual,40000.0,
Maruti Alto 800 Base,2012.0,,,Petrol,Manual,8000.0,
Maruti Alto 800 Base,2015.0,,,Petrol,Manual,40000.0,
Volkswagen Ameo 1.5 TDI Highline 16 Alloy,2017.0,,,Diesel,Manual,80000.0,
Hyundai Santro AT CNG,2005.0,,,CNG,Manual,110000.0,
Ford Ecosport Sports Petrol,2020.0,,,Petrol,Manual,1000.0,
Hyundai Tucson CRDi,2006.0,,,Diesel,Manual,170000.0,
Tata Indigo TDI,2008.0,,,Diesel,Manual,150000.0,
Tata Indigo TDI,2013.0,,,Diesel,Manual,100000.0,
Tata Indigo TDI,2013.0,,,Diesel,Manual,100000.0,
Tata Indigo TDI,2013.0,,,Diesel,Manual,125000.0,
Tata Indigo TDI,2013.0,,,Diesel,Manual,70000.0,
Tata Indigo TDI,2010.0,,,Diesel,Manual,100000.0,
Tata Indigo TDI,2012.0,,,Diesel,Manual,35000.0,
Tata Indigo TDI,2009.0,,,Diesel,Manual,120000.0,
Nissan Micra Diesel XV Primo,2012.0,,,Diesel,Manual,129000.0,
Tata Sumo LX,2009.0,,,Diesel,Manual,66778.0,
Maruti Celerio ZXI,2017.0,,,Petrol,Manual,50000.0,
Maruti Celerio ZXI,2017.0,,,Petrol,Manual,35000.0,
Maruti Celerio ZXI,2017.0,,,Petrol,Manual,20000.0,
Maruti Celerio ZXI,2019.0,,,Petrol,Manual,20000.0,
Maruti Celerio ZXI,2016.0,,,Petrol,Manual,21000.0,
OpelCorsa 1.6Gls,2004.0,,,Petrol,Manual,73000.0,
Chevrolet Tavera Neo 3 Max 9 Str BSIII,2014.0,,,Diesel,Manual,120000.0,
Mahindra Scorpio VLX 2WD ABS AT BSIII,2009.0,,,Diesel,Automatic,170000.0,
Datsun GO Plus T BSIV,2015.0,,,Petrol,Manual,25000.0,
Datsun GO Plus T BSIV,2018.0,,,Petrol,Manual,4400.0,
Hyundai Santro Xing GL,2011.0,,,Petrol,Manual,157000.0,
Hyundai Santro Xing GL,2008.0,,,Petrol,Manual,67000.0,
Chevrolet Aveo U-VA 1.2 LT WO ABS Airbag,2009.0,,,Petrol,Manual,38500.0,
Honda BR-V i-DTEC VX MT,2016.0,,,Diesel,Manual,43377.0,
Honda BR-V i-DTEC VX MT,2016.0,,,Diesel,Manual,24000.0,
Honda BR-V i-DTEC VX MT,2017.0,,,Diesel,Manual,40000.0,
Honda BR-V i-DTEC VX MT,2017.0,,,Diesel,Manual,24000.0,
Honda BR-V i-DTEC VX MT,2018.0,,,Diesel,Manual,42000.0,
Chevrolet Sail Hatchback LT ABS,2013.0,,,Diesel,Manual,80000.0,
Chevrolet Sail Hatchback LT ABS,2013.0,,,Diesel,Manual,80000.0,
Chevrolet Sail Hatchback LT ABS,2013.0,,,Diesel,Manual,80000.0,
Honda City 1.3 EXI,2002.0,,,Petrol,Manual,100000.0,
Honda City 1.3 EXI,2002.0,,,Petrol,Manual,100000.0,
Honda City 1.3 EXI,2002.0,,,Petrol,Manual,100000.0,
Honda City 1.3 EXI,2003.0,,,Petrol,Manual,132343.0,
Honda City 1.3 EXI,1998.0,,,Petrol,Manual,120000.0,
Hyundai Getz 1.5 CRDi GVS,2008.0,,,Diesel,Manual,154000.0,
Hyundai Getz 1.5 CRDi GVS,2008.0,,,Diesel,Manual,154000.0,
Hyundai Getz 1.5 CRDi GVS,2008.0,,,Diesel,Manual,60208.0,
Renault Lodgy Stepway 85PS RXZ 8S,2017.0,,,Diesel,Manual,40000.0,
Renault Lodgy Stepway 85PS RXZ 8S,2017.0,,,Diesel,Manual,40000.0,
Toyota Etios 1.5 V,2016.0,,,Petrol,Manual,35000.0,
Toyota Etios 1.5 V,2016.0,,,Petrol,Manual,35000.0,
Datsun GO Plus A Option Petrol,2018.0,,,Petrol,Manual,10000.0,
Tata Tiago 1.2 Revotron XE,2016.0,,,Petrol,Manual,30000.0,
Tata Tiago 1.2 Revotron XE,2019.0,,,Petrol,Manual,3000.0,
Tata Tiago 1.2 Revotron XE,2017.0,,,Petrol,Manual,50000.0,
Nissan Sunny Diesel XL,2012.0,,,Diesel,Manual,110000.0,
Nissan Sunny Diesel XL,2012.0,,,Diesel,Manual,110000.0,
Nissan Sunny Diesel XL,2013.0,,,Diesel,Manual,90000.0,
Mahindra XUV500 AT W8 FWD,2015.0,,,Diesel,Automatic,45000.0,
Mahindra XUV500 AT W8 FWD,2015.0,,,Diesel,Automatic,70000.0,
Mahindra XUV500 AT W8 FWD,2015.0,,,Diesel,Automatic,45000.0,
Mahindra XUV500 AT W8 FWD,2017.0,,,Diesel,Automatic,70000.0,
Hyundai Santro Sportz AMT,2019.0,,,Petrol,Automatic,5007.0,
Hyundai Santro Sportz AMT,2019.0,,,Petrol,Automatic,5007.0,
Nissan Micra Active XV S,2013.0,,,Petrol,Manual,30000.0,
Nissan Micra Active XV S,2013.0,,,Petrol,Manual,30000.0,
Mercedes-Benz E-Class E250 CDI Elegance,2011.0,,,Diesel,Automatic,49600.0,
Mercedes-Benz E-Class E250 CDI Elegance,2011.0,,,Diesel,Automatic,49600.0,
Audi Q5 3.0 TDI Quattro Technology,2018.0,,,Diesel,Automatic,22000.0,
Audi Q5 3.0 TDI Quattro Technology,2018.0,,,Diesel,Automatic,22000.0,
Audi Q5 3.0 TDI Quattro Technology,2015.0,,,Diesel,Automatic,30000.0,
Datsun GO Plus T,2017.0,,,Petrol,Manual,10171.0,
Datsun GO Plus T,2017.0,,,Petrol,Manual,10171.0,
Toyota Camry Hybrid 2.5,2017.0,,,Petrol,Automatic,20118.0,
Toyota Camry Hybrid 2.5,2017.0,,,Petrol,Automatic,20118.0,
Volkswagen Jetta 2.0L TDI Highline,2015.0,,,Diesel,Manual,52517.0,
Mahindra Marazzo M2 8Str,2019.0,,,Diesel,Manual,20000.0,
Ford Ecosport 1.5 DV5 MT Titanium Optional,2014.0,,,Diesel,Manual,99117.0,
Ford Ecosport 1.5 DV5 MT Titanium Optional,2014.0,,,Diesel,Manual,77000.0,
Maruti Celerio ZXI MT BSIV,2019.0,,,Petrol,Manual,3700.0,
Honda BRV i-VTEC V MT,2017.0,,,Petrol,Manual,43500.0,
Maruti Omni 5 Str STD,1998.0,,,Petrol,Manual,60000.0,
Hyundai i20 Asta (o) 1.4 CRDi (Diesel),2012.0,,,Diesel,Manual,70000.0,
Maruti Omni 8 Seater BSII,2015.0,,,Petrol,Manual,70000.0,
Mercedes-Benz B Class B180 Sports,2013.0,,,Petrol,Automatic,40000.0,
Toyota Etios Liva VD,2015.0,,,Diesel,Manual,70000.0,
Volkswagen Vento 1.5 TDI Highline BSIV,2019.0,,,Diesel,Manual,5400.0,
Renault KWID Climber 1.0 MT Opt BSIV,2020.0,,,Petrol,Manual,1000.0,
Hyundai Santro Asta,2018.0,,,Petrol,Manual,16000.0,
Ford Figo Aspire Titanium Plus Diesel,2019.0,,,Diesel,Manual,13000.0,
Renault Pulse RxZ Optional,2012.0,,,Diesel,Manual,47000.0,
Nissan Terrano XL P,2017.0,,,Petrol,Manual,30000.0,
Tata Manza Club Class Quadrajet90 LX,2013.0,,,Diesel,Manual,60000.0,
Toyota Camry M/t,2008.0,,,Petrol,Manual,75000.0,
Renault Duster 85PS Diesel RxZ,2017.0,,,Diesel,Manual,90000.0,
Maruti Swift ZXI Plus,2018.0,,,Petrol,Manual,30000.0,
Maruti Swift ZXI Plus,2018.0,,,Petrol,Manual,30000.0,
Maruti Swift ZXI Plus,2018.0,,,Petrol,Manual,30000.0,
Maruti Swift ZXI Plus,2020.0,,,Petrol,Manual,5000.0,
Toyota Corolla H3,2003.0,,,Petrol,Automatic,120000.0,
Tata Safari DICOR 2.2 EX 4x2,2013.0,,,Diesel,Manual,100000.0,
Maruti Wagon R Duo Lxi,2010.0,,,LPG,Manual,50000.0,
Maruti Wagon R Duo Lxi,2010.0,,,LPG,Manual,90000.0,
Mahindra Bolero B4,2017.0,,,Diesel,Manual,75000.0,
Maruti Celerio VXI,2017.0,,,Petrol,Manual,93000.0,
Maruti Celerio VXI,2014.0,,,Petrol,Manual,82000.0,
Maruti Celerio VXI,2015.0,,,Petrol,Manual,45000.0,
Maruti Celerio VXI,2015.0,,,Petrol,Manual,35000.0,
Maruti Celerio VXI,2015.0,,,Petrol,Manual,60000.0,
Maruti Celerio VXI,2016.0,,,Petrol,Manual,56000.0,
Maruti Celerio VXI,2016.0,,,Petrol,Manual,20194.0,
Maruti Celerio VXI,2016.0,,,Petrol,Manual,20000.0,
Chevrolet Beat Diesel LT Option,2009.0,,,Diesel,Manual,57000.0,
Maruti Eeco Smiles 5 Seater AC,2014.0,,,Petrol,Manual,30000.0,
Maruti Eeco Smiles 5 Seater AC,2016.0,,,Petrol,Manual,72500.0,
Maruti Eeco Smiles 5 Seater AC,2013.0,,,Petrol,Manual,76600.0,
Hyundai Santro GLS I - Euro II,2007.0,,,Petrol,Manual,85000.0,
Chevrolet Spark 1.0 PS,2010.0,,,Petrol,Manual,73000.0,
Maruti Swift ZDi,2012.0,,,Diesel,Manual,55000.0,
Maruti Swift ZDi,2013.0,,,Diesel,Manual,120000.0,
Maruti Swift ZDi,2014.0,,,Diesel,Manual,38406.0,
Toyota Innova 2.5 E Diesel MS 7-seater,2011.0,,,Diesel,Manual,267000.0,
Mahindra Scorpio 2.6 CRDe,2005.0,,,Diesel,Manual,250000.0,
Mahindra Scorpio 2.6 CRDe,2005.0,,,Diesel,Manual,221000.0,
Mahindra Scorpio 2.6 CRDe,2006.0,,,Diesel,Manual,222435.0,
Mahindra Scorpio 2.6 CRDe,2006.0,,,Diesel,Manual,50000.0,
Honda Jazz Select Edition Active,2010.0,,,Petrol,Manual,60000.0,
Hyundai i20 Active 1.4 SX,2016.0,,,Diesel,Manual,100000.0,
Hyundai i20 Active 1.4 SX,2018.0,,,Diesel,Manual,40000.0,
Mahindra TUV 300 T8,2017.0,,,Diesel,Manual,80000.0,
Mahindra TUV 300 T8,2016.0,,,Diesel,Manual,75000.0,
Mahindra TUV 300 T8,2016.0,,,Diesel,Manual,40000.0,
Toyota Etios Liva 1.2 V,2018.0,,,Petrol,Manual,10000.0,
Toyota Innova 2.5 GX 7 STR BSIV,2012.0,,,Diesel,Manual,80000.0,
Hyundai i20 Magna Optional 1.2,2013.0,,,Petrol,Manual,35000.0,
Honda City 1.5 S MT,2011.0,,,Petrol,Manual,110000.0,
Honda City 1.5 S MT,2011.0,,,Petrol,Manual,70000.0,
Honda City 1.5 S MT,2010.0,,,Petrol,Manual,90000.0,
Honda City 1.5 S MT,2010.0,,,Petrol,Manual,90000.0,
Honda City 1.5 S MT,2010.0,,,Petrol,Manual,60000.0,
Honda City 1.5 S MT,2009.0,,,Petrol,Manual,120000.0,
Honda Amaze E i-Dtech,2015.0,,,Diesel,Manual,104000.0,
Honda Amaze E i-Dtech,2013.0,,,Diesel,Manual,50000.0,
Maruti Swift Dzire LXi,2011.0,,,Petrol,Manual,100000.0,
Hyundai Creta 1.4 CRDi S Plus,2016.0,,,Diesel,Manual,90000.0,
Honda Jazz 1.5 SV i DTEC,2015.0,,,Diesel,Manual,76000.0,
Mahindra Renault Logan 1.6 Petrol GLSX,2009.0,,,Petrol,Manual,30000.0,
Maruti Alto VXi,2015.0,,,Petrol,Manual,26134.0,
Maruti Alto VXi,2002.0,,,Petrol,Manual,60000.0,
Mahindra XUV500 W10 1.99 mHawk,2016.0,,,Diesel,Manual,65000.0,
Mahindra XUV500 W10 1.99 mHawk,2016.0,,,Diesel,Manual,23670.0,
Mahindra Xylo E8,2009.0,,,Diesel,Manual,100000.0,
Mahindra Xylo E8,2010.0,,,Diesel,Manual,72000.0,
